asset_software_id,asset_id,vendor,product,version,cpe,install_source
14376,A02374,redhat,enterprise_linux,3.1,cpe:2.3:o:redhat:enterprise_linux:3.1:*:*:*:*:*:*:*,golden-image
14377,A02374,microsoft,sql_server,7.0,cpe:2.3:a:microsoft:sql_server:7.0:*:*:*:*:*:*:*,package-manager
14378,A02374,docker,engine,10.0,cpe:2.3:a:docker:docker:10.0:*:*:*:*:*:*:*,golden-image
14379,A02374,kibana,kibana,2019,cpe:2.3:a:elastic:kibana:2019:*:*:*:*:*:*:*,package-manager
14380,A02374,microsoft,windows_server,2019,cpe:2.3:o:microsoft:windows_server:2019:*:*:*:*:*:*:*,golden-image
14381,A02374,kubernetes,kubernetes,12.0,cpe:2.3:a:kubernetes:kubernetes:12.0:*:*:*:*:*:*:*,package-manager
14382,A02375,ubuntu,linux,2.0,cpe:2.3:o:canonical:ubuntu_linux:2.0:*:*:*:*:*:*:*,package-manager
14383,A02375,apache,http_server,1.1,cpe:2.3:a:apache:http_server:1.1:*:*:*:*:*:*:*,package-manager
14384,A02375,microsoft,sql_server,3.0,cpe:2.3:a:microsoft:sql_server:3.0:*:*:*:*:*:*:*,golden-image
14385,A02376,kibana,kibana,1.1,cpe:2.3:a:elastic:kibana:1.1:*:*:*:*:*:*:*,golden-image
14386,A02376,nginx,nginx,2.1,cpe:2.3:a:nginx:nginx:2.1:*:*:*:*:*:*:*,package-manager
14387,A02376,postgresql,postgresql,3.0,cpe:2.3:a:postgresql:postgresql:3.0:*:*:*:*:*:*:*,golden-image
14388,A02376,apache,http_server,12.0,cpe:2.3:a:apache:http_server:12.0:*:*:*:*:*:*:*,package-manager
14389,A02376,docker,engine,6.0,cpe:2.3:a:docker:docker:6.0:*:*:*:*:*:*:*,package-manager
14390,A02376,openssl,openssl,7.0,cpe:2.3:a:openssl:openssl:7.0:*:*:*:*:*:*:*,golden-image
14391,A02376,mysql,mysql,12.0,cpe:2.3:a:oracle:mysql:12.0:*:*:*:*:*:*:*,package-manager
14392,A02376,kubernetes,kubernetes,1.1,cpe:2.3:a:kubernetes:kubernetes:1.1:*:*:*:*:*:*:*,golden-image
14393,A02376,microsoft,windows_server,unknown,cpe:2.3:o:microsoft:windows_server:3.0:*:*:*:*:*:*:*,golden-image
14394,A02377,microsoft,windows_server,2016,cpe:2.3:o:microsoft:windows_server:2016:*:*:*:*:*:*:*,golden-image
14395,A02377,mysql,mysql,12.0,cpe:2.3:a:oracle:mysql:12.0:*:*:*:*:*:*:*,package-manager
14396,A02377,apache,http_server,5.0,cpe:2.3:a:apache:http_server:5.0:*:*:*:*:*:*:*,golden-image
14397,A02377,microsoft,sql_server,2.0,cpe:2.3:a:microsoft:sql_server:2.0:*:*:*:*:*:*:*,package-manager
14398,A02377,postgresql,postgresql,9.0,cpe:2.3:a:postgresql:postgresql:9.0:*:*:*:*:*:*:*,package-manager
14399,A02377,nginx,nginx,7.0,cpe:2.3:a:nginx:nginx:7.0:*:*:*:*:*:*:*,package-manager
14400,A02377,openssl,openssl,1.2,cpe:2.3:a:openssl:openssl:1.2:*:*:*:*:*:*:*,golden-image
14401,A02377,docker,engine,5.0,cpe:2.3:a:docker:docker:5.0:*:*:*:*:*:*:*,golden-image
14402,A02378,kubernetes,kubernetes,2022,cpe:2.3:a:kubernetes:kubernetes:2022:*:*:*:*:*:*:*,package-manager
14403,A02378,nginx,nginx,5.0,cpe:2.3:a:nginx:nginx:5.0:*:*:*:*:*:*:*,package-manager
14404,A02378,redhat,enterprise_linux,12.0,cpe:2.3:o:redhat:enterprise_linux:12.0:*:*:*:*:*:*:*,golden-image
14405,A02378,vmware,esxi,7.0,cpe:2.3:o:vmware:esxi:7.0:*:*:*:*:*:*:*,golden-image
14406,A02378,ubuntu,linux,2.0,cpe:2.3:o:canonical:ubuntu_linux:2.0:*:*:*:*:*:*:*,golden-image
14407,A02378,docker,engine,9.0,cpe:2.3:a:docker:docker:9.0:*:*:*:*:*:*:*,golden-image
14408,A02378,apache,http_server,7.0,cpe:2.3:a:apache:http_server:7.0:*:*:*:*:*:*:*,package-manager
14409,A02378,openssl,openssl,2019,cpe:2.3:a:openssl:openssl:2019:*:*:*:*:*:*:*,golden-image
14410,A02378,mysql,mysql,12.0,cpe:2.3:a:oracle:mysql:12.0:*:*:*:*:*:*:*,package-manager
14411,A02379,docker,engine,2016,cpe:2.3:a:docker:docker:2016:*:*:*:*:*:*:*,package-manager
14412,A02379,redhat,enterprise_linux,3.1,cpe:2.3:o:redhat:enterprise_linux:3.1:*:*:*:*:*:*:*,package-manager
14413,A02379,microsoft,windows_server,5.0,cpe:2.3:o:microsoft:windows_server:5.0:*:*:*:*:*:*:*,golden-image
14414,A02379,apache,http_server,2.0,cpe:2.3:a:apache:http_server:2.0:*:*:*:*:*:*:*,golden-image
14415,A02379,ubuntu,linux,7.0,cpe:2.3:o:canonical:ubuntu_linux:7.0:*:*:*:*:*:*:*,package-manager
14416,A02379,postgresql,postgresql,6.0,cpe:2.3:a:postgresql:postgresql:6.0:*:*:*:*:*:*:*,golden-image
14417,A02380,microsoft,windows_server,12.0,cpe:2.3:o:microsoft:windows_server:12.0:*:*:*:*:*:*:*,package-manager
14418,A02380,vmware,esxi,2.1,cpe:2.3:o:vmware:esxi:2.1:*:*:*:*:*:*:*,golden-image
14419,A02380,postgresql,postgresql,2016,cpe:2.3:a:postgresql:postgresql:2016:*:*:*:*:*:*:*,package-manager
14420,A02380,kubernetes,kubernetes,2019,cpe:2.3:a:kubernetes:kubernetes:2019:*:*:*:*:*:*:*,golden-image
14421,A02380,docker,engine,3.1,cpe:2.3:a:docker:docker:3.1:*:*:*:*:*:*:*,package-manager
14422,A02380,mysql,mysql,1.1,cpe:2.3:a:oracle:mysql:1.1:*:*:*:*:*:*:*,manual
14423,A02380,kibana,kibana,2022,cpe:2.3:a:elastic:kibana:2022:*:*:*:*:*:*:*,golden-image
14424,A02380,elastic,elasticsearch,3.1,cpe:2.3:a:elastic:elasticsearch:3.1:*:*:*:*:*:*:*,golden-image
14425,A02380,apache,http_server,7.0,cpe:2.3:a:apache:http_server:7.0:*:*:*:*:*:*:*,golden-image
14426,A02381,vmware,esxi,12.0,cpe:2.3:o:vmware:esxi:12.0:*:*:*:*:*:*:*,golden-image
14427,A02381,redhat,enterprise_linux,2019,cpe:2.3:o:redhat:enterprise_linux:2019:*:*:*:*:*:*:*,golden-image
14428,A02381,openssl,openssl,12.0,cpe:2.3:a:openssl:openssl:12.0:*:*:*:*:*:*:*,package-manager
14429,A02381,mysql,mysql,1.2,cpe:2.3:a:oracle:mysql:1.2:*:*:*:*:*:*:*,package-manager
14430,A02381,microsoft,windows_server,11.0,cpe:2.3:o:microsoft:windows_server:11.0:*:*:*:*:*:*:*,golden-image
14431,A02381,kubernetes,kubernetes,2.0,cpe:2.3:a:kubernetes:kubernetes:2.0:*:*:*:*:*:*:*,package-manager
14432,A02381,postgresql,postgresql,7.0,cpe:2.3:a:postgresql:postgresql:7.0:*:*:*:*:*:*:*,golden-image
14433,A02382,nginx,nginx,4.0,cpe:2.3:a:nginx:nginx:4.0:*:*:*:*:*:*:*,golden-image
14434,A02382,elastic,elasticsearch,2016,cpe:2.3:a:elastic:elasticsearch:2016:*:*:*:*:*:*:*,package-manager
14435,A02382,mysql,mysql,4.0,cpe:2.3:a:oracle:mysql:4.0:*:*:*:*:*:*:*,package-manager
14436,A02382,microsoft,sql_server,10.0,cpe:2.3:a:microsoft:sql_server:10.0:*:*:*:*:*:*:*,golden-image
14437,A02382,postgresql,postgresql,3.0,cpe:2.3:a:postgresql:postgresql:3.0:*:*:*:*:*:*:*,package-manager
14438,A02382,microsoft,windows_server,2016,cpe:2.3:o:microsoft:windows_server:2016:*:*:*:*:*:*:*,package-manager
14439,A02383,postgresql,postgresql,7.0,cpe:2.3:a:postgresql:postgresql:7.0:*:*:*:*:*:*:*,golden-image
14440,A02383,elastic,elasticsearch,12.0,cpe:2.3:a:elastic:elasticsearch:12.0:*:*:*:*:*:*:*,golden-image
14441,A02383,ubuntu,linux,3.1,cpe:2.3:o:canonical:ubuntu_linux:3.1:*:*:*:*:*:*:*,manual
14442,A02383,kubernetes,kubernetes,3.1,cpe:2.3:a:kubernetes:kubernetes:3.1:*:*:*:*:*:*:*,manual
14443,A02384,postgresql,postgresql,2019,cpe:2.3:a:postgresql:postgresql:2019:*:*:*:*:*:*:*,package-manager
14444,A02384,apache,http_server,2019,cpe:2.3:a:apache:http_server:2019:*:*:*:*:*:*:*,package-manager
14445,A02384,kubernetes,kubernetes,12.0,cpe:2.3:a:kubernetes:kubernetes:12.0:*:*:*:*:*:*:*,package-manager
14446,A02384,ubuntu,linux,2016,cpe:2.3:o:canonical:ubuntu_linux:2016:*:*:*:*:*:*:*,golden-image
14447,A02384,openssl,openssl,2019,cpe:2.3:a:openssl:openssl:2019:*:*:*:*:*:*:*,golden-image
14448,A02385,microsoft,sql_server,1.0,cpe:2.3:a:microsoft:sql_server:1.0:*:*:*:*:*:*:*,package-manager
14449,A02385,docker,engine,2.1,cpe:2.3:a:docker:docker:2.1:*:*:*:*:*:*:*,package-manager
14450,A02385,nginx,nginx,1.2,cpe:2.3:a:nginx:nginx:1.2:*:*:*:*:*:*:*,golden-image
14451,A02385,kibana,kibana,12.0,cpe:2.3:a:elastic:kibana:12.0:*:*:*:*:*:*:*,golden-image
14452,A02385,kubernetes,kubernetes,2.1,cpe:2.3:a:kubernetes:kubernetes:2.1:*:*:*:*:*:*:*,package-manager
14453,A02385,ubuntu,linux,1.0,cpe:2.3:o:canonical:ubuntu_linux:1.0:*:*:*:*:*:*:*,golden-image
14454,A02385,elastic,elasticsearch,3.1,cpe:2.3:a:elastic:elasticsearch:3.1:*:*:*:*:*:*:*,package-manager
14455,A02385,openssl,openssl,2.0,cpe:2.3:a:openssl:openssl:2.0:*:*:*:*:*:*:*,package-manager
14456,A02386,docker,engine,12.0,cpe:2.3:a:docker:docker:12.0:*:*:*:*:*:*:*,golden-image
14457,A02386,redhat,enterprise_linux,1.2,cpe:2.3:o:redhat:enterprise_linux:1.2:*:*:*:*:*:*:*,package-manager
14458,A02386,kubernetes,kubernetes,1.0,cpe:2.3:a:kubernetes:kubernetes:1.0:*:*:*:*:*:*:*,package-manager
14459,A02386,microsoft,sql_server,2.1,cpe:2.3:a:microsoft:sql_server:2.1:*:*:*:*:*:*:*,manual
14460,A02386,mysql,mysql,6.0,cpe:2.3:a:oracle:mysql:6.0:*:*:*:*:*:*:*,golden-image
14461,A02386,apache,http_server,2.0,cpe:2.3:a:apache:http_server:2.0:*:*:*:*:*:*:*,golden-image
14462,A02387,nginx,nginx,3.0,cpe:2.3:a:nginx:nginx:3.0:*:*:*:*:*:*:*,package-manager
14463,A02387,vmware,esxi,8.0,cpe:2.3:o:vmware:esxi:8.0:*:*:*:*:*:*:*,golden-image
14464,A02387,postgresql,postgresql,1.1,cpe:2.3:a:postgresql:postgresql:1.1:*:*:*:*:*:*:*,golden-image
14465,A02388,docker,engine,3.0,cpe:2.3:a:docker:docker:3.0:*:*:*:*:*:*:*,package-manager
14466,A02388,elastic,elasticsearch,4.0,cpe:2.3:a:elastic:elasticsearch:4.0:*:*:*:*:*:*:*,package-manager
14467,A02388,postgresql,postgresql,1.0,cpe:2.3:a:postgresql:postgresql:1.0:*:*:*:*:*:*:*,golden-image
14468,A02388,mysql,mysql,10.0,cpe:2.3:a:oracle:mysql:10.0:*:*:*:*:*:*:*,package-manager
14469,A02388,ubuntu,linux,10.0,cpe:2.3:o:canonical:ubuntu_linux:10.0:*:*:*:*:*:*:*,package-manager
14470,A02388,vmware,esxi,1.1,cpe:2.3:o:vmware:esxi:1.1:*:*:*:*:*:*:*,package-manager
14471,A02388,openssl,openssl,2.1,cpe:2.3:a:openssl:openssl:2.1:*:*:*:*:*:*:*,package-manager
14472,A02389,docker,engine,9.0,cpe:2.3:a:docker:docker:9.0:*:*:*:*:*:*:*,golden-image
14473,A02389,nginx,nginx,1.0,cpe:2.3:a:nginx:nginx:1.0:*:*:*:*:*:*:*,package-manager
14474,A02389,elastic,elasticsearch,3.1,cpe:2.3:a:elastic:elasticsearch:3.1:*:*:*:*:*:*:*,golden-image
14475,A02389,vmware,esxi,6.0,cpe:2.3:o:vmware:esxi:6.0:*:*:*:*:*:*:*,manual
14476,A02389,postgresql,postgresql,3.0,cpe:2.3:a:postgresql:postgresql:3.0:*:*:*:*:*:*:*,golden-image
14477,A02389,kibana,kibana,3.1,cpe:2.3:a:elastic:kibana:3.1:*:*:*:*:*:*:*,package-manager
14478,A02390,ubuntu,linux,7.0,cpe:2.3:o:canonical:ubuntu_linux:7.0:*:*:*:*:*:*:*,manual
14479,A02390,kibana,kibana,2019,cpe:2.3:a:elastic:kibana:2019:*:*:*:*:*:*:*,golden-image
14480,A02390,mysql,mysql,1.0,cpe:2.3:a:oracle:mysql:1.0:*:*:*:*:*:*:*,package-manager
14481,A02390,openssl,openssl,5.0,cpe:2.3:a:openssl:openssl:5.0:*:*:*:*:*:*:*,golden-image
14482,A02390,postgresql,postgresql,4.0,cpe:2.3:a:postgresql:postgresql:4.0:*:*:*:*:*:*:*,manual
14483,A02390,docker,engine,2022,cpe:2.3:a:docker:docker:2022:*:*:*:*:*:*:*,golden-image
14484,A02390,nginx,nginx,2022,cpe:2.3:a:nginx:nginx:2022:*:*:*:*:*:*:*,package-manager
14485,A02390,elastic,elasticsearch,11.0,cpe:2.3:a:elastic:elasticsearch:11.0:*:*:*:*:*:*:*,golden-image
14486,A02391,microsoft,sql_server,8.0,cpe:2.3:a:microsoft:sql_server:8.0:*:*:*:*:*:*:*,golden-image
14487,A02391,redhat,enterprise_linux,2.1,cpe:2.3:o:redhat:enterprise_linux:2.1:*:*:*:*:*:*:*,manual
14488,A02391,apache,http_server,1.2,cpe:2.3:a:apache:http_server:1.2:*:*:*:*:*:*:*,package-manager
14489,A02391,ubuntu,linux,2022,cpe:2.3:o:canonical:ubuntu_linux:2022:*:*:*:*:*:*:*,manual
14490,A02391,vmware,esxi,5.0,cpe:2.3:o:vmware:esxi:5.0:*:*:*:*:*:*:*,package-manager
14491,A02391,nginx,nginx,4.0,cpe:2.3:a:nginx:nginx:4.0:*:*:*:*:*:*:*,package-manager
14492,A02391,elastic,elasticsearch,2.1,cpe:2.3:a:elastic:elasticsearch:2.1:*:*:*:*:*:*:*,golden-image
14493,A02392,microsoft,windows_server,2019,cpe:2.3:o:microsoft:windows_server:2019:*:*:*:*:*:*:*,package-manager
14494,A02392,microsoft,sql_server,1.0,cpe:2.3:a:microsoft:sql_server:1.0:*:*:*:*:*:*:*,package-manager
14495,A02392,elastic,elasticsearch,8.0,cpe:2.3:a:elastic:elasticsearch:8.0:*:*:*:*:*:*:*,package-manager
14496,A02392,openssl,openssl,1.2,cpe:2.3:a:openssl:openssl:1.2:*:*:*:*:*:*:*,golden-image
14497,A02393,kibana,kibana,2.1,cpe:2.3:a:elastic:kibana:2.1:*:*:*:*:*:*:*,golden-image
14498,A02393,microsoft,sql_server,10.0,cpe:2.3:a:microsoft:sql_server:10.0:*:*:*:*:*:*:*,golden-image
14499,A02393,elastic,elasticsearch,10.0,cpe:2.3:a:elastic:elasticsearch:10.0:*:*:*:*:*:*:*,golden-image
14500,A02393,kubernetes,kubernetes,10.0,cpe:2.3:a:kubernetes:kubernetes:10.0:*:*:*:*:*:*:*,package-manager
14501,A02393,postgresql,postgresql,4.0,cpe:2.3:a:postgresql:postgresql:4.0:*:*:*:*:*:*:*,package-manager
14502,A02394,apache,http_server,1.1,cpe:2.3:a:apache:http_server:1.1:*:*:*:*:*:*:*,package-manager
14503,A02394,ubuntu,linux,2022,cpe:2.3:o:canonical:ubuntu_linux:2022:*:*:*:*:*:*:*,package-manager
14504,A02394,openssl,openssl,1.2,cpe:2.3:a:openssl:openssl:1.2:*:*:*:*:*:*:*,package-manager
14505,A02394,redhat,enterprise_linux,9.0,cpe:2.3:o:redhat:enterprise_linux:9.0:*:*:*:*:*:*:*,golden-image
14506,A02394,nginx,nginx,2.0,cpe:2.3:a:nginx:nginx:2.0:*:*:*:*:*:*:*,golden-image
14507,A02394,docker,engine,11.0,cpe:2.3:a:docker:docker:11.0:*:*:*:*:*:*:*,golden-image
14508,A02394,kibana,kibana,11.0,cpe:2.3:a:elastic:kibana:11.0:*:*:*:*:*:*:*,package-manager
14509,A02395,kubernetes,kubernetes,10.0,cpe:2.3:a:kubernetes:kubernetes:10.0:*:*:*:*:*:*:*,golden-image
14510,A02395,redhat,enterprise_linux,2016,cpe:2.3:o:redhat:enterprise_linux:2016:*:*:*:*:*:*:*,package-manager
14511,A02395,nginx,nginx,6.0,cpe:2.3:a:nginx:nginx:6.0:*:*:*:*:*:*:*,package-manager
14512,A02395,kibana,kibana,7.0,cpe:2.3:a:elastic:kibana:7.0:*:*:*:*:*:*:*,package-manager
14513,A02395,apache,http_server,1.0,cpe:2.3:a:apache:http_server:1.0:*:*:*:*:*:*:*,golden-image
14514,A02395,docker,engine,8.0,cpe:2.3:a:docker:docker:8.0:*:*:*:*:*:*:*,manual
14515,A02395,postgresql,postgresql,9.0,cpe:2.3:a:postgresql:postgresql:9.0:*:*:*:*:*:*:*,golden-image
14516,A02395,microsoft,sql_server,1.1,cpe:2.3:a:microsoft:sql_server:1.1:*:*:*:*:*:*:*,package-manager
14517,A02395,openssl,openssl,2.0,cpe:2.3:a:openssl:openssl:2.0:*:*:*:*:*:*:*,golden-image
14518,A02396,mysql,mysql,1.1,cpe:2.3:a:oracle:mysql:1.1:*:*:*:*:*:*:*,package-manager
14519,A02396,kubernetes,kubernetes,9.0,cpe:2.3:a:kubernetes:kubernetes:9.0:*:*:*:*:*:*:*,manual
14520,A02396,postgresql,postgresql,1.1,cpe:2.3:a:postgresql:postgresql:1.1:*:*:*:*:*:*:*,golden-image
14521,A02396,openssl,openssl,8.0,cpe:2.3:a:openssl:openssl:8.0:*:*:*:*:*:*:*,package-manager
14522,A02397,openssl,openssl,2.1,cpe:2.3:a:openssl:openssl:2.1:*:*:*:*:*:*:*,package-manager
14523,A02397,postgresql,postgresql,3.0,cpe:2.3:a:postgresql:postgresql:3.0:*:*:*:*:*:*:*,package-manager
14524,A02397,elastic,elasticsearch,2.0,cpe:2.3:a:elastic:elasticsearch:2.0:*:*:*:*:*:*:*,package-manager
14525,A02397,kibana,kibana,7.0,cpe:2.3:a:elastic:kibana:7.0:*:*:*:*:*:*:*,package-manager
14526,A02397,nginx,nginx,9.0,cpe:2.3:a:nginx:nginx:9.0:*:*:*:*:*:*:*,golden-image
14527,A02397,kubernetes,kubernetes,5.0,cpe:2.3:a:kubernetes:kubernetes:5.0:*:*:*:*:*:*:*,golden-image
14528,A02397,docker,engine,4.0,cpe:2.3:a:docker:docker:4.0:*:*:*:*:*:*:*,package-manager
14529,A02398,mysql,mysql,4.0,,package-manager
14530,A02398,ubuntu,linux,11.0,cpe:2.3:o:canonical:ubuntu_linux:11.0:*:*:*:*:*:*:*,package-manager
14531,A02398,redhat,enterprise_linux,11.0,cpe:2.3:o:redhat:enterprise_linux:11.0:*:*:*:*:*:*:*,package-manager
14532,A02398,nginx,nginx,1.1,cpe:2.3:a:nginx:nginx:1.1:*:*:*:*:*:*:*,golden-image
14533,A02398,postgresql,postgresql,2016,cpe:2.3:a:postgresql:postgresql:2016:*:*:*:*:*:*:*,package-manager
14534,A02398,kibana,kibana,2019,cpe:2.3:a:elastic:kibana:2019:*:*:*:*:*:*:*,package-manager
14535,A02398,microsoft,windows_server,1.2,cpe:2.3:o:microsoft:windows_server:1.2:*:*:*:*:*:*:*,golden-image
14536,A02398,microsoft,sql_server,1.2,cpe:2.3:a:microsoft:sql_server:1.2:*:*:*:*:*:*:*,golden-image
14537,A02398,vmware,esxi,9.0,cpe:2.3:o:vmware:esxi:9.0:*:*:*:*:*:*:*,package-manager
14538,A02399,nginx,nginx,9.0,cpe:2.3:a:nginx:nginx:9.0:*:*:*:*:*:*:*,golden-image
14539,A02399,apache,http_server,3.0,cpe:2.3:a:apache:http_server:3.0:*:*:*:*:*:*:*,golden-image
14540,A02399,kibana,kibana,11.0,cpe:2.3:a:elastic:kibana:11.0:*:*:*:*:*:*:*,package-manager
14541,A02399,ubuntu,linux,2.1,cpe:2.3:o:canonical:ubuntu_linux:2.1:*:*:*:*:*:*:*,manual
14542,A02399,microsoft,windows_server,11.0,cpe:2.3:o:microsoft:windows_server:11.0:*:*:*:*:*:*:*,package-manager
14543,A02399,openssl,openssl,2016,cpe:2.3:a:openssl:openssl:2016:*:*:*:*:*:*:*,package-manager
14544,A02399,microsoft,sql_server,3.0,cpe:2.3:a:microsoft:sql_server:3.0:*:*:*:*:*:*:*,package-manager
14545,A02400,kubernetes,kubernetes,1.2,cpe:2.3:a:kubernetes:kubernetes:1.2:*:*:*:*:*:*:*,golden-image
14546,A02400,mysql,mysql,7.0,cpe:2.3:a:oracle:mysql:7.0:*:*:*:*:*:*:*,package-manager
14547,A02400,kibana,kibana,9.0,cpe:2.3:a:elastic:kibana:9.0:*:*:*:*:*:*:*,package-manager
14548,A02401,postgresql,postgresql,5.0,cpe:2.3:a:postgresql:postgresql:5.0:*:*:*:*:*:*:*,package-manager
14549,A02401,mysql,mysql,2022,cpe:2.3:a:oracle:mysql:2022:*:*:*:*:*:*:*,package-manager
14550,A02401,docker,engine,9.0,cpe:2.3:a:docker:docker:9.0:*:*:*:*:*:*:*,manual
14551,A02401,ubuntu,linux,11.0,cpe:2.3:o:canonical:ubuntu_linux:11.0:*:*:*:*:*:*:*,golden-image
14552,A02401,apache,http_server,1.0,cpe:2.3:a:apache:http_server:1.0:*:*:*:*:*:*:*,package-manager
14553,A02401,nginx,nginx,2016,cpe:2.3:a:nginx:nginx:2016:*:*:*:*:*:*:*,package-manager
14554,A02401,vmware,esxi,12.0,cpe:2.3:o:vmware:esxi:12.0:*:*:*:*:*:*:*,package-manager
14555,A02402,microsoft,windows_server,2.0,cpe:2.3:o:microsoft:windows_server:2.0:*:*:*:*:*:*:*,package-manager
14556,A02402,redhat,enterprise_linux,2019,cpe:2.3:o:redhat:enterprise_linux:2019:*:*:*:*:*:*:*,package-manager
14557,A02402,openssl,openssl,2019,cpe:2.3:a:openssl:openssl:2019:*:*:*:*:*:*:*,golden-image
14558,A02403,microsoft,windows_server,6.0,cpe:2.3:o:microsoft:windows_server:6.0:*:*:*:*:*:*:*,manual
14559,A02403,redhat,enterprise_linux,2.0,cpe:2.3:o:redhat:enterprise_linux:2.0:*:*:*:*:*:*:*,package-manager
14560,A02403,openssl,openssl,3.0,cpe:2.3:a:openssl:openssl:3.0:*:*:*:*:*:*:*,golden-image
14561,A02403,nginx,nginx,1.2,cpe:2.3:a:nginx:nginx:1.2:*:*:*:*:*:*:*,golden-image
14562,A02403,kibana,kibana,2.1,cpe:2.3:a:elastic:kibana:2.1:*:*:*:*:*:*:*,manual
14563,A02403,apache,http_server,1.0,cpe:2.3:a:apache:http_server:1.0:*:*:*:*:*:*:*,package-manager
14564,A02404,redhat,enterprise_linux,12.0,cpe:2.3:o:redhat:enterprise_linux:12.0:*:*:*:*:*:*:*,package-manager
14565,A02404,vmware,esxi,10.0,cpe:2.3:o:vmware:esxi:10.0:*:*:*:*:*:*:*,golden-image
14566,A02404,microsoft,sql_server,2.1,cpe:2.3:a:microsoft:sql_server:2.1:*:*:*:*:*:*:*,package-manager
14567,A02404,elastic,elasticsearch,4.0,cpe:2.3:a:elastic:elasticsearch:4.0:*:*:*:*:*:*:*,package-manager
14568,A02404,nginx,nginx,1.1,cpe:2.3:a:nginx:nginx:1.1:*:*:*:*:*:*:*,package-manager
14569,A02404,mysql,mysql,1.0,cpe:2.3:a:oracle:mysql:1.0:*:*:*:*:*:*:*,golden-image
14570,A02404,microsoft,windows_server,3.1,cpe:2.3:o:microsoft:windows_server:3.1:*:*:*:*:*:*:*,golden-image
14571,A02405,openssl,openssl,2.1,cpe:2.3:a:openssl:openssl:2.1:*:*:*:*:*:*:*,golden-image
14572,A02405,redhat,enterprise_linux,2.0,cpe:2.3:o:redhat:enterprise_linux:2.0:*:*:*:*:*:*:*,golden-image
14573,A02405,ubuntu,linux,6.0,cpe:2.3:o:canonical:ubuntu_linux:6.0:*:*:*:*:*:*:*,package-manager
14574,A02405,kubernetes,kubernetes,9.0,cpe:2.3:a:kubernetes:kubernetes:9.0:*:*:*:*:*:*:*,manual
14575,A02405,apache,http_server,9.0,cpe:2.3:a:apache:http_server:9.0:*:*:*:*:*:*:*,golden-image
14576,A02405,microsoft,windows_server,2022,cpe:2.3:o:microsoft:windows_server:2022:*:*:*:*:*:*:*,package-manager
14577,A02405,microsoft,sql_server,2016,cpe:2.3:a:microsoft:sql_server:2016:*:*:*:*:*:*:*,package-manager
14578,A02405,nginx,nginx,5.0,cpe:2.3:a:nginx:nginx:5.0:*:*:*:*:*:*:*,golden-image
14579,A02406,elastic,elasticsearch,3.0,cpe:2.3:a:elastic:elasticsearch:3.0:*:*:*:*:*:*:*,golden-image
14580,A02406,microsoft,windows_server,2022,cpe:2.3:o:microsoft:windows_server:2022:*:*:*:*:*:*:*,package-manager
14581,A02406,kibana,kibana,2022,cpe:2.3:a:elastic:kibana:2022:*:*:*:*:*:*:*,manual
14582,A02406,redhat,enterprise_linux,5.0,cpe:2.3:o:redhat:enterprise_linux:5.0:*:*:*:*:*:*:*,package-manager
14583,A02406,vmware,esxi,1.1,cpe:2.3:o:vmware:esxi:1.1:*:*:*:*:*:*:*,package-manager
14584,A02406,kubernetes,kubernetes,2019,cpe:2.3:a:kubernetes:kubernetes:2019:*:*:*:*:*:*:*,golden-image
14585,A02407,kibana,kibana,12.0,cpe:2.3:a:elastic:kibana:12.0:*:*:*:*:*:*:*,golden-image
14586,A02407,redhat,enterprise_linux,7.0,cpe:2.3:o:redhat:enterprise_linux:7.0:*:*:*:*:*:*:*,golden-image
14587,A02407,postgresql,postgresql,2016,cpe:2.3:a:postgresql:postgresql:2016:*:*:*:*:*:*:*,golden-image
14588,A02407,elastic,elasticsearch,12.0,cpe:2.3:a:elastic:elasticsearch:12.0:*:*:*:*:*:*:*,golden-image
14589,A02407,kubernetes,kubernetes,4.0,cpe:2.3:a:kubernetes:kubernetes:4.0:*:*:*:*:*:*:*,golden-image
14590,A02407,mysql,mysql,1.1,cpe:2.3:a:oracle:mysql:1.1:*:*:*:*:*:*:*,manual
14591,A02407,vmware,esxi,3.0,cpe:2.3:o:vmware:esxi:3.0:*:*:*:*:*:*:*,golden-image
14592,A02407,docker,engine,5.0,cpe:2.3:a:docker:docker:5.0:*:*:*:*:*:*:*,package-manager
14593,A02407,openssl,openssl,1.1,cpe:2.3:a:openssl:openssl:1.1:*:*:*:*:*:*:*,package-manager
14594,A02408,microsoft,sql_server,4.0,cpe:2.3:a:microsoft:sql_server:4.0:*:*:*:*:*:*:*,golden-image
14595,A02408,openssl,openssl,5.0,cpe:2.3:a:openssl:openssl:5.0:*:*:*:*:*:*:*,golden-image
14596,A02408,postgresql,postgresql,2019,cpe:2.3:a:postgresql:postgresql:2019:*:*:*:*:*:*:*,package-manager
14597,A02408,apache,http_server,3.0,cpe:2.3:a:apache:http_server:3.0:*:*:*:*:*:*:*,package-manager
14598,A02408,nginx,nginx,1.1,cpe:2.3:a:nginx:nginx:1.1:*:*:*:*:*:*:*,golden-image
14599,A02408,redhat,enterprise_linux,7.0,cpe:2.3:o:redhat:enterprise_linux:7.0:*:*:*:*:*:*:*,package-manager
14600,A02408,microsoft,windows_server,6.0,cpe:2.3:o:microsoft:windows_server:6.0:*:*:*:*:*:*:*,golden-image
14601,A02408,elastic,elasticsearch,4.0,cpe:2.3:a:elastic:elasticsearch:4.0:*:*:*:*:*:*:*,golden-image
